                                                    Concept  PeriodEnd                                                                                                                                                                                                                                             Dims         Value
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-12-28                                                                                                                                                                                                                                                   9.419300e+10
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-12-29                                                                                                                                                                                                                                                   8.882100e+10
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2023-12-31                                                                                                                                                                                                                                                   8.515900e+10
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                  srt:ProductOrServiceAxis:jnj:StelaraMember; srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:ImmunologyMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  2.991000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                                                                     srt:ProductOrServiceAxis:jnj:StelaraMember; us-gaap:SubsegmentsAxis:jnj:ImmunologyMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  1.570000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                                                                     srt:ProductOrServiceAxis:jnj:StelaraMember; us-gaap:SubsegmentsAxis:jnj:ImmunologyMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  2.676000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                                                                     srt:ProductOrServiceAxis:jnj:StelaraMember; us-gaap:SubsegmentsAxis:jnj:ImmunologyMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  4.848000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                                                                     srt:ProductOrServiceAxis:jnj:StelaraMember; us-gaap:SubsegmentsAxis:jnj:ImmunologyMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  8.012000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                           srt:ProductOrServiceAxis:jnj:TremfyaMember; srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:ImmunologyMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  9.890000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                           srt:ProductOrServiceAxis:jnj:TremfyaMember; srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:ImmunologyMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  6.910000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                           srt:ProductOrServiceAxis:jnj:TremfyaMember; srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:ImmunologyMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  2.384000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                           srt:ProductOrServiceAxis:jnj:TremfyaMember; srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:ImmunologyMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  1.789000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                  srt:ProductOrServiceAxis:jnj:TremfyaMember; srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:ImmunologyMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  4.340000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                  srt:ProductOrServiceAxis:jnj:TremfyaMember; srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:ImmunologyMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  3.160000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                  srt:ProductOrServiceAxis:jnj:TremfyaMember; srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:ImmunologyMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  1.181000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                  srt:ProductOrServiceAxis:jnj:TremfyaMember; srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:ImmunologyMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  9.320000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                                                                     srt:ProductOrServiceAxis:jnj:TremfyaMember; us-gaap:SubsegmentsAxis:jnj:ImmunologyMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  1.424000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                                                                     srt:ProductOrServiceAxis:jnj:TremfyaMember; us-gaap:SubsegmentsAxis:jnj:ImmunologyMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  1.007000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                                                                     srt:ProductOrServiceAxis:jnj:TremfyaMember; us-gaap:SubsegmentsAxis:jnj:ImmunologyMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  3.566000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                                                                     srt:ProductOrServiceAxis:jnj:TremfyaMember; us-gaap:SubsegmentsAxis:jnj:ImmunologyMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  2.721000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                   srt:ProductOrServiceAxis:jnj:OtherImmunologyMember; srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:ImmunologyMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  1.200000e+07
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                   srt:ProductOrServiceAxis:jnj:OtherImmunologyMember; srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:ImmunologyMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  1.000000e+06
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                   srt:ProductOrServiceAxis:jnj:OtherImmunologyMember; srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:ImmunologyMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  2.100000e+07
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                   srt:ProductOrServiceAxis:jnj:OtherImmunologyMember; srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:ImmunologyMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  3.000000e+06
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                          srt:ProductOrServiceAxis:jnj:OtherImmunologyMember; srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:ImmunologyMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  0.000000e+00
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                          srt:ProductOrServiceAxis:jnj:OtherImmunologyMember; srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:ImmunologyMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  0.000000e+00
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                          srt:ProductOrServiceAxis:jnj:OtherImmunologyMember; srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:ImmunologyMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  0.000000e+00
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                          srt:ProductOrServiceAxis:jnj:OtherImmunologyMember; srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:ImmunologyMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  0.000000e+00
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                                                             srt:ProductOrServiceAxis:jnj:OtherImmunologyMember; us-gaap:SubsegmentsAxis:jnj:ImmunologyMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  1.200000e+07
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                                                             srt:ProductOrServiceAxis:jnj:OtherImmunologyMember; us-gaap:SubsegmentsAxis:jnj:ImmunologyMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  1.000000e+06
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                                                             srt:ProductOrServiceAxis:jnj:OtherImmunologyMember; us-gaap:SubsegmentsAxis:jnj:ImmunologyMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  2.100000e+07
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                                                             srt:ProductOrServiceAxis:jnj:OtherImmunologyMember; us-gaap:SubsegmentsAxis:jnj:ImmunologyMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  3.000000e+06
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                                                                     srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:NeuroscienceMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  1.367000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                                                                     srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:NeuroscienceMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  1.094000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                                                                     srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:NeuroscienceMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  3.712000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                                                                     srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:NeuroscienceMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  3.250000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                                                            srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:NeuroscienceMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  6.580000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                                                            srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:NeuroscienceMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  6.620000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                                                            srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:NeuroscienceMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  2.011000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                                                            srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:NeuroscienceMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  2.090000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                                                                                                               us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember; us-gaap:SubsegmentsAxis:jnj:NeuroscienceMember  2.024000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                                                                                                               us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember; us-gaap:SubsegmentsAxis:jnj:NeuroscienceMember  1.755000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                                                                                                               us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember; us-gaap:SubsegmentsAxis:jnj:NeuroscienceMember  5.722000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                                                                                                               us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember; us-gaap:SubsegmentsAxis:jnj:NeuroscienceMember  5.340000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                         srt:ProductOrServiceAxis:jnj:CAPLYTAMember; srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:NeuroscienceMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  2.400000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                         srt:ProductOrServiceAxis:jnj:CAPLYTAMember; srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:NeuroscienceMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  4.510000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                                                                   srt:ProductOrServiceAxis:jnj:CAPLYTAMember; us-gaap:SubsegmentsAxis:jnj:NeuroscienceMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  2.400000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                                                                   srt:ProductOrServiceAxis:jnj:CAPLYTAMember; us-gaap:SubsegmentsAxis:jnj:NeuroscienceMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  4.510000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                         srt:ProductOrServiceAxis:jnj:CONCERTAMethylphenidateMember; srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:NeuroscienceMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  1.400000e+07
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                         srt:ProductOrServiceAxis:jnj:CONCERTAMethylphenidateMember; srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:NeuroscienceMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  2.600000e+07
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                         srt:ProductOrServiceAxis:jnj:CONCERTAMethylphenidateMember; srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:NeuroscienceMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  7.600000e+07
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                         srt:ProductOrServiceAxis:jnj:CONCERTAMethylphenidateMember; srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:NeuroscienceMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  1.010000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                srt:ProductOrServiceAxis:jnj:CONCERTAMethylphenidateMember; srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:NeuroscienceMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  1.270000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                srt:ProductOrServiceAxis:jnj:CONCERTAMethylphenidateMember; srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:NeuroscienceMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  1.170000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                srt:ProductOrServiceAxis:jnj:CONCERTAMethylphenidateMember; srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:NeuroscienceMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  3.760000e+08
